Image_Path,x1,y1,x2,y2,class
Data\Train\Images\10723_1.jpg,0.288,0.312,0.644,0.748,1
Data\Train\Images\10725_1.jpg,0.348,0.288,0.68,0.74,1
Data\Train\Images\10728_1.jpg,0.308,0.276,0.668,0.732,1
Data\Train\Images\10729_1.jpg,0.312,0.268,0.68,0.744,1
Data\Train\Images\1072_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10730_1.jpg,0.296,0.288,0.636,0.724,1
Data\Train\Images\10736_1.jpg,0.376,0.312,0.7,0.716,1
Data\Train\Images\10739_1.jpg,0.34,0.28,0.68,0.72,1
Data\Train\Images\1073_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1073_1.jpg,0.296,0.256,0.704,0.772,1
Data\Train\Images\10741_1.jpg,0.312,0.284,0.668,0.72,1
Data\Train\Images\10742_1.jpg,0.324,0.272,0.696,0.744,1
Data\Train\Images\10744_1.jpg,0.332,0.276,0.744,0.816,1
Data\Train\Images\10747_1.jpg,0.24,0.228,0.628,0.764,1
Data\Train\Images\1074_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10752_1.jpg,0.32,0.296,0.656,0.716,1
Data\Train\Images\10753_1.jpg,0.312,0.28,0.664,0.708,1
Data\Train\Images\10759_1.jpg,0.324,0.292,0.68,0.716,1
Data\Train\Images\1075_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10760_1.jpg,0.308,0.292,0.644,0.724,1
Data\Train\Images\10761_1.jpg,0.288,0.28,0.652,0.728,1
Data\Train\Images\10762_1.jpg,0.288,0.288,0.676,0.744,1
Data\Train\Images\10763_1.jpg,0.312,0.288,0.68,0.74,1
Data\Train\Images\1076_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1076_1.jpg,0.356,0.272,0.728,0.72,1
Data\Train\Images\10771_1.jpg,0.308,0.288,0.636,0.708,1
Data\Train\Images\10775_1.jpg,0.24,0.292,0.592,0.728,1
Data\Train\Images\10778_1.jpg,0.344,0.244,0.7,0.724,1
Data\Train\Images\1077_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1077_1.jpg,0.28,0.252,0.724,0.812,1
Data\Train\Images\10780_1.jpg,0.324,0.268,0.692,0.728,1
Data\Train\Images\10783_1.jpg,0.308,0.3,0.656,0.724,1
Data\Train\Images\10784_1.jpg,0.328,0.288,0.684,0.736,1
Data\Train\Images\10785_1.jpg,0.328,0.276,0.716,0.756,1
Data\Train\Images\10786_1.jpg,0.368,0.296,0.688,0.728,1
Data\Train\Images\10788_1.jpg,0.312,0.26,0.668,0.744,1
Data\Train\Images\1078_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10792_1.jpg,0.344,0.276,0.664,0.716,1
Data\Train\Images\10795_1.jpg,0.352,0.252,0.72,0.72,1
Data\Train\Images\10797_1.jpg,0.268,0.252,0.624,0.732,1
Data\Train\Images\10799_1.jpg,0.3,0.28,0.672,0.74,1
Data\Train\Images\1079_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\107_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\107_1.jpg,0.332,0.272,0.688,0.724,1
Data\Train\Images\10801_1.jpg,0.316,0.28,0.668,0.736,1
Data\Train\Images\10807_1.jpg,0.304,0.28,0.68,0.74,1
Data\Train\Images\10809_1.jpg,0.304,0.288,0.672,0.76,1
Data\Train\Images\1080_1.jpg,0.32,0.244,0.7,0.74,1
Data\Train\Images\10810_1.jpg,0.272,0.26,0.664,0.752,1
Data\Train\Images\10812_1.jpg,0.26,0.264,0.64,0.772,1
Data\Train\Images\10813_1.jpg,0.372,0.252,0.752,0.744,1
Data\Train\Images\10816_1.jpg,0.312,0.288,0.696,0.744,1
Data\Train\Images\1081_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1081_1.jpg,0.244,0.292,0.628,0.804,1
Data\Train\Images\10825_1.jpg,0.324,0.276,0.76,0.816,1
Data\Train\Images\1082_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1082_1.jpg,0.28,0.28,0.632,0.728,1
Data\Train\Images\10831_1.jpg,0.304,0.296,0.66,0.76,1
Data\Train\Images\10836_1.jpg,0.38,0.284,0.708,0.728,1
Data\Train\Images\10839_1.jpg,0.308,0.276,0.7,0.748,1
Data\Train\Images\1083_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1083_1.jpg,0.26,0.268,0.636,0.74,1
Data\Train\Images\10842_1.jpg,0.324,0.268,0.708,0.728,1
Data\Train\Images\10847_1.jpg,0.328,0.26,0.788,0.848,1
Data\Train\Images\10848_1.jpg,0.308,0.28,0.664,0.736,1
Data\Train\Images\10849_1.jpg,0.34,0.252,0.732,0.772,1
Data\Train\Images\1084_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10852_1.jpg,0.236,0.276,0.664,0.792,1
Data\Train\Images\10853_1.jpg,0.324,0.276,0.696,0.744,1
Data\Train\Images\10855_1.jpg,0.308,0.272,0.708,0.788,1
Data\Train\Images\10857_1.jpg,0.304,0.268,0.66,0.736,1
Data\Train\Images\10859_1.jpg,0.332,0.224,0.748,0.812,1
Data\Train\Images\1085_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10862_1.jpg,0.332,0.244,0.7,0.724,1
Data\Train\Images\10866_1.jpg,0.312,0.268,0.684,0.74,1
Data\Train\Images\10869_1.jpg,0.356,0.272,0.708,0.74,1
Data\Train\Images\1086_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1086_1.jpg,0.268,0.26,0.624,0.716,1
Data\Train\Images\10871_1.jpg,0.284,0.288,0.62,0.724,1
Data\Train\Images\10874_1.jpg,0.352,0.272,0.712,0.772,1
Data\Train\Images\10877_1.jpg,0.292,0.276,0.676,0.752,1
Data\Train\Images\1087_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1087_1.jpg,0.328,0.264,0.676,0.732,1
Data\Train\Images\10881_1.jpg,0.304,0.26,0.68,0.744,1
Data\Train\Images\10884_1.jpg,0.324,0.256,0.696,0.756,1
Data\Train\Images\10889_1.jpg,0.268,0.248,0.656,0.764,1
Data\Train\Images\1088_1.jpg,0.392,0.272,0.748,0.74,1
Data\Train\Images\10890_1.jpg,0.272,0.292,0.652,0.764,1
Data\Train\Images\10892_1.jpg,0.284,0.276,0.672,0.756,1
Data\Train\Images\10894_1.jpg,0.352,0.292,0.684,0.716,1
Data\Train\Images\10896_1.jpg,0.372,0.264,0.784,0.756,1
Data\Train\Images\1089_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\108_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10900_1.jpg,0.304,0.288,0.664,0.74,1
Data\Train\Images\10901_1.jpg,0.324,0.224,0.688,0.732,1
Data\Train\Images\10903_1.jpg,0.32,0.2,0.756,0.756,1
Data\Train\Images\10904_1.jpg,0.308,0.288,0.668,0.744,1
Data\Train\Images\10905_1.jpg,0.336,0.26,0.716,0.752,1
Data\Train\Images\10906_1.jpg,0.304,0.272,0.696,0.776,1
Data\Train\Images\10907_1.jpg,0.288,0.288,0.632,0.716,1
Data\Train\Images\10908_1.jpg,0.22,0.264,0.728,0.884,1
Data\Train\Images\1090_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10910_1.jpg,0.328,0.292,0.692,0.744,1
Data\Train\Images\10911_1.jpg,0.324,0.272,0.684,0.712,1
Data\Train\Images\10912_1.jpg,0.308,0.276,0.676,0.76,1
Data\Train\Images\10915_1.jpg,0.34,0.256,0.68,0.704,1
Data\Train\Images\10916_1.jpg,0.316,0.268,0.68,0.756,1
Data\Train\Images\10918_1.jpg,0.316,0.284,0.656,0.728,1
Data\Train\Images\10919_1.jpg,0.304,0.28,0.656,0.728,1
Data\Train\Images\1091_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1091_1.jpg,0.304,0.276,0.7,0.744,1
Data\Train\Images\10920_1.jpg,0.264,0.276,0.64,0.76,1
Data\Train\Images\10921_1.jpg,0.276,0.268,0.7,0.776,1
Data\Train\Images\10923_1.jpg,0.328,0.264,0.688,0.744,1
Data\Train\Images\10927_1.jpg,0.32,0.272,0.68,0.752,1
Data\Train\Images\1092_1.jpg,0.34,0.284,0.676,0.72,1
Data\Train\Images\10930_1.jpg,0.308,0.304,0.656,0.744,1
Data\Train\Images\10931_1.jpg,0.248,0.284,0.596,0.744,1
Data\Train\Images\10933_1.jpg,0.304,0.272,0.676,0.732,1
Data\Train\Images\10940_1.jpg,0.352,0.28,0.688,0.728,1
Data\Train\Images\10941_1.jpg,0.34,0.276,0.692,0.732,1
Data\Train\Images\10944_1.jpg,0.32,0.288,0.656,0.716,1
Data\Train\Images\10945_1.jpg,0.304,0.292,0.68,0.736,1
Data\Train\Images\10946_1.jpg,0.324,0.264,0.68,0.716,1
Data\Train\Images\1094_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1094_1.jpg,0.328,0.252,0.692,0.716,1
Data\Train\Images\10952_1.jpg,0.28,0.288,0.612,0.712,1
Data\Train\Images\10953_1.jpg,0.316,0.264,0.708,0.756,1
Data\Train\Images\10957_1.jpg,0.268,0.244,0.652,0.744,1
Data\Train\Images\1095_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1095_1.jpg,0.352,0.288,0.7,0.736,1
Data\Train\Images\10961_1.jpg,0.372,0.304,0.692,0.708,1
Data\Train\Images\10963_1.jpg,0.316,0.312,0.676,0.732,1
Data\Train\Images\10965_1.jpg,0.36,0.28,0.7,0.764,1
Data\Train\Images\10967_1.jpg,0.3,0.268,0.7,0.768,1
Data\Train\Images\1096_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10972_1.jpg,0.252,0.272,0.648,0.804,1
Data\Train\Images\10973_1.jpg,0.288,0.288,0.656,0.76,1
Data\Train\Images\10977_1.jpg,0.316,0.284,0.68,0.736,1
Data\Train\Images\10978_1.jpg,0.324,0.284,0.724,0.788,1
Data\Train\Images\1097_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10980_1.jpg,0.288,0.3,0.684,0.784,1
Data\Train\Images\10984_1.jpg,0.324,0.3,0.68,0.76,1
Data\Train\Images\10985_1.jpg,0.296,0.272,0.676,0.74,1
Data\Train\Images\10987_1.jpg,0.324,0.272,0.708,0.748,1
Data\Train\Images\1098_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1098_1.jpg,0.288,0.268,0.644,0.736,1
Data\Train\Images\10990_1.jpg,0.296,0.28,0.68,0.752,1
Data\Train\Images\10996_1.jpg,0.336,0.288,0.696,0.752,1
Data\Train\Images\10999_1.jpg,0.32,0.284,0.66,0.732,1
Data\Train\Images\1099_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\109_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\10_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11000_1.jpg,0.26,0.24,0.62,0.756,1
Data\Train\Images\11002_1.jpg,0.328,0.232,0.796,0.864,1
Data\Train\Images\11004_1.jpg,0.328,0.28,0.688,0.752,1
Data\Train\Images\11007_1.jpg,0.34,0.268,0.7,0.72,1
Data\Train\Images\1100_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1100_1.jpg,0.288,0.256,0.652,0.74,1
Data\Train\Images\11010_1.jpg,0.312,0.264,0.76,0.8,1
Data\Train\Images\1101_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1101_1.jpg,0.32,0.276,0.692,0.744,1
Data\Train\Images\11020_1.jpg,0.312,0.236,0.7,0.752,1
Data\Train\Images\11023_1.jpg,0.332,0.232,0.74,0.76,1
Data\Train\Images\11027_1.jpg,0.352,0.268,0.7,0.732,1
Data\Train\Images\11028_1.jpg,0.308,0.272,0.684,0.744,1
Data\Train\Images\11029_1.jpg,0.288,0.28,0.648,0.744,1
Data\Train\Images\11031_1.jpg,0.308,0.276,0.66,0.728,1
Data\Train\Images\11034_1.jpg,0.368,0.332,0.6,0.6,1
Data\Train\Images\11038_1.jpg,0.32,0.304,0.68,0.744,1
Data\Train\Images\1103_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1103_1.jpg,0.304,0.276,0.68,0.752,1
Data\Train\Images\11040_1.jpg,0.308,0.272,0.7,0.752,1
Data\Train\Images\11041_1.jpg,0.292,0.256,0.696,0.744,1
Data\Train\Images\11043_1.jpg,0.304,0.304,0.62,0.712,1
Data\Train\Images\11045_1.jpg,0.34,0.28,0.708,0.74,1
Data\Train\Images\11046_1.jpg,0.292,0.296,0.652,0.748,1
Data\Train\Images\11047_1.jpg,0.304,0.264,0.672,0.744,1
Data\Train\Images\11048_1.jpg,0.34,0.244,0.704,0.74,1
Data\Train\Images\11049_1.jpg,0.296,0.256,0.644,0.728,1
Data\Train\Images\1104_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1104_1.jpg,0.252,0.268,0.62,0.756,1
Data\Train\Images\11050_1.jpg,0.316,0.248,0.712,0.728,1
Data\Train\Images\11055_1.jpg,0.308,0.292,0.632,0.72,1
Data\Train\Images\11056_1.jpg,0.296,0.24,0.696,0.756,1
Data\Train\Images\11057_1.jpg,0.268,0.288,0.604,0.724,1
Data\Train\Images\1105_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1105_1.jpg,0.324,0.284,0.68,0.748,1
Data\Train\Images\11063_1.jpg,0.324,0.288,0.664,0.728,1
Data\Train\Images\11066_1.jpg,0.308,0.3,0.652,0.728,1
Data\Train\Images\11067_1.jpg,0.304,0.268,0.688,0.74,1
Data\Train\Images\11068_1.jpg,0.288,0.288,0.648,0.724,1
Data\Train\Images\11069_1.jpg,0.352,0.26,0.712,0.728,1
Data\Train\Images\1106_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1106_1.jpg,0.28,0.252,0.676,0.752,1
Data\Train\Images\11070_1.jpg,0.292,0.276,0.66,0.756,1
Data\Train\Images\11071_1.jpg,0.284,0.276,0.66,0.764,1
Data\Train\Images\11072_1.jpg,0.264,0.276,0.632,0.756,1
Data\Train\Images\11073_1.jpg,0.292,0.296,0.636,0.72,1
Data\Train\Images\11077_1.jpg,0.28,0.288,0.636,0.74,1
Data\Train\Images\1107_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11083_1.jpg,0.32,0.284,0.716,0.792,1
Data\Train\Images\11085_1.jpg,0.336,0.268,0.708,0.748,1
Data\Train\Images\11087_1.jpg,0.244,0.248,0.6,0.74,1
Data\Train\Images\11088_1.jpg,0.256,0.26,0.64,0.748,1
Data\Train\Images\1108_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1108_1.jpg,0.28,0.252,0.656,0.752,1
Data\Train\Images\11095_1.jpg,0.232,0.268,0.624,0.768,1
Data\Train\Images\11097_1.jpg,0.312,0.26,0.664,0.728,1
Data\Train\Images\11098_1.jpg,0.292,0.26,0.66,0.736,1
Data\Train\Images\11099_1.jpg,0.312,0.292,0.664,0.768,1
Data\Train\Images\1109_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\110_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\110_1.jpg,0.3,0.292,0.68,0.772,1
Data\Train\Images\11100_1.jpg,0.276,0.28,0.668,0.796,1
Data\Train\Images\11101_1.jpg,0.308,0.28,0.64,0.74,1
Data\Train\Images\11107_1.jpg,0.272,0.248,0.656,0.76,1
Data\Train\Images\1110_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11110_1.jpg,0.28,0.24,0.616,0.704,1
Data\Train\Images\11115_1.jpg,0.28,0.276,0.644,0.74,1
Data\Train\Images\11119_1.jpg,0.32,0.256,0.708,0.764,1
Data\Train\Images\11122_1.jpg,0.288,0.276,0.66,0.736,1
Data\Train\Images\11123_1.jpg,0.288,0.276,0.652,0.72,1
Data\Train\Images\11126_1.jpg,0.336,0.276,0.676,0.728,1
Data\Train\Images\11127_1.jpg,0.316,0.244,0.708,0.74,1
Data\Train\Images\11128_1.jpg,0.308,0.264,0.704,0.756,1
Data\Train\Images\11129_1.jpg,0.292,0.252,0.664,0.716,1
Data\Train\Images\1112_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1112_1.jpg,0.3,0.28,0.66,0.748,1
Data\Train\Images\11133_1.jpg,0.292,0.268,0.656,0.732,1
Data\Train\Images\11136_1.jpg,0.312,0.272,0.692,0.76,1
Data\Train\Images\11139_1.jpg,0.3,0.268,0.68,0.756,1
Data\Train\Images\1113_1.jpg,0.34,0.272,0.72,0.764,1
Data\Train\Images\11142_1.jpg,0.264,0.268,0.62,0.724,1
Data\Train\Images\11146_1.jpg,0.304,0.26,0.684,0.736,1
Data\Train\Images\11147_1.jpg,0.364,0.28,0.708,0.748,1
Data\Train\Images\11148_1.jpg,0.344,0.284,0.712,0.74,1
Data\Train\Images\1114_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1114_1.jpg,0.284,0.276,0.632,0.74,1
Data\Train\Images\11150_1.jpg,0.28,0.268,0.652,0.756,1
Data\Train\Images\11151_1.jpg,0.28,0.248,0.684,0.752,1
Data\Train\Images\11152_1.jpg,0.252,0.264,0.656,0.788,1
Data\Train\Images\11156_1.jpg,0.304,0.272,0.672,0.74,1
Data\Train\Images\1115_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1115_1.jpg,0.324,0.26,0.696,0.752,1
Data\Train\Images\11161_1.jpg,0.368,0.26,0.728,0.76,1
Data\Train\Images\11166_1.jpg,0.364,0.244,0.76,0.768,1
Data\Train\Images\11167_1.jpg,0.292,0.248,0.696,0.756,1
Data\Train\Images\1116_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11170_1.jpg,0.336,0.3,0.672,0.716,1
Data\Train\Images\11171_1.jpg,0.276,0.272,0.644,0.728,1
Data\Train\Images\11177_1.jpg,0.292,0.276,0.636,0.736,1
Data\Train\Images\11179_1.jpg,0.272,0.248,0.684,0.748,1
Data\Train\Images\1117_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1117_1.jpg,0.296,0.256,0.692,0.756,1
Data\Train\Images\11181_1.jpg,0.256,0.252,0.628,0.74,1
Data\Train\Images\11182_1.jpg,0.324,0.276,0.68,0.724,1
Data\Train\Images\11186_1.jpg,0.256,0.248,0.632,0.748,1
Data\Train\Images\11187_1.jpg,0.356,0.284,0.68,0.716,1
Data\Train\Images\1118_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11191_1.jpg,0.296,0.268,0.676,0.76,1
Data\Train\Images\11196_1.jpg,0.3,0.288,0.636,0.72,1
Data\Train\Images\11198_1.jpg,0.32,0.26,0.684,0.732,1
Data\Train\Images\1119_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\111_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11200_1.jpg,0.352,0.24,0.748,0.752,1
Data\Train\Images\11204_1.jpg,0.32,0.252,0.728,0.788,1
Data\Train\Images\11205_1.jpg,0.284,0.296,0.644,0.728,1
Data\Train\Images\11209_1.jpg,0.336,0.24,0.696,0.724,1
Data\Train\Images\1120_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11212_1.jpg,0.256,0.224,0.652,0.74,1
Data\Train\Images\1121_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11222_1.jpg,0.236,0.264,0.628,0.772,1
Data\Train\Images\11225_1.jpg,0.364,0.284,0.72,0.74,1
Data\Train\Images\11229_1.jpg,0.276,0.26,0.668,0.736,1
Data\Train\Images\1122_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11230_1.jpg,0.256,0.26,0.66,0.784,1
Data\Train\Images\11231_1.jpg,0.348,0.304,0.704,0.736,1
Data\Train\Images\11233_1.jpg,0.376,0.292,0.712,0.74,1
Data\Train\Images\11236_1.jpg,0.332,0.264,0.704,0.74,1
Data\Train\Images\1123_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1123_1.jpg,0.336,0.276,0.692,0.732,1
Data\Train\Images\11241_1.jpg,0.256,0.256,0.64,0.736,1
Data\Train\Images\11242_1.jpg,0.28,0.28,0.632,0.728,1
Data\Train\Images\11244_1.jpg,0.292,0.276,0.656,0.74,1
Data\Train\Images\11246_1.jpg,0.336,0.268,0.684,0.72,1
Data\Train\Images\11249_1.jpg,0.312,0.256,0.668,0.748,1
Data\Train\Images\1124_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11250_1.jpg,0.304,0.276,0.648,0.716,1
Data\Train\Images\11251_1.jpg,0.32,0.34,0.684,0.764,1
Data\Train\Images\11253_1.jpg,0.296,0.252,0.664,0.74,1
Data\Train\Images\1125_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11260_1.jpg,0.304,0.26,0.68,0.752,1
Data\Train\Images\11261_1.jpg,0.26,0.3,0.604,0.736,1
Data\Train\Images\11264_1.jpg,0.3,0.284,0.672,0.744,1
Data\Train\Images\11267_1.jpg,0.34,0.248,0.708,0.72,1
Data\Train\Images\11269_1.jpg,0.348,0.26,0.74,0.768,1
Data\Train\Images\1126_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11270_1.jpg,0.308,0.296,0.628,0.704,1
Data\Train\Images\11272_1.jpg,0.268,0.26,0.652,0.756,1
Data\Train\Images\11276_1.jpg,0.316,0.264,0.664,0.716,1
Data\Train\Images\11277_1.jpg,0.328,0.268,0.684,0.732,1
Data\Train\Images\11279_1.jpg,0.308,0.296,0.652,0.74,1
Data\Train\Images\1127_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11280_1.jpg,0.348,0.284,0.704,0.74,1
Data\Train\Images\11284_1.jpg,0.312,0.268,0.652,0.712,1
Data\Train\Images\11286_1.jpg,0.248,0.256,0.64,0.768,1
Data\Train\Images\1128_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11290_1.jpg,0.3,0.256,0.664,0.732,1
Data\Train\Images\11291_1.jpg,0.34,0.248,0.72,0.736,1
Data\Train\Images\11292_1.jpg,0.408,0.308,0.728,0.7,1
Data\Train\Images\11295_1.jpg,0.324,0.268,0.744,0.78,1
Data\Train\Images\11296_1.jpg,0.28,0.264,0.636,0.728,1
Data\Train\Images\11298_1.jpg,0.372,0.244,0.764,0.776,1
Data\Train\Images\112_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\112_1.jpg,0.296,0.248,0.672,0.732,1
Data\Train\Images\11300_1.jpg,0.304,0.264,0.676,0.752,1
Data\Train\Images\11301_1.jpg,0.312,0.26,0.684,0.748,1
Data\Train\Images\11302_1.jpg,0.348,0.284,0.692,0.72,1
Data\Train\Images\11303_1.jpg,0.252,0.248,0.644,0.748,1
Data\Train\Images\11304_1.jpg,0.244,0.256,0.608,0.74,1
Data\Train\Images\11305_1.jpg,0.28,0.292,0.632,0.728,1
Data\Train\Images\11307_1.jpg,0.276,0.276,0.652,0.756,1
Data\Train\Images\11308_1.jpg,0.26,0.28,0.632,0.74,1
Data\Train\Images\11309_1.jpg,0.272,0.284,0.656,0.752,1
Data\Train\Images\1130_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11311_1.jpg,0.268,0.248,0.664,0.74,1
Data\Train\Images\11316_1.jpg,0.352,0.248,0.704,0.712,1
Data\Train\Images\11318_1.jpg,0.272,0.252,0.644,0.76,1
Data\Train\Images\1131_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11323_1.jpg,0.312,0.26,0.688,0.752,1
Data\Train\Images\11325_1.jpg,0.332,0.276,0.664,0.736,1
Data\Train\Images\11327_1.jpg,0.32,0.276,0.664,0.728,1
Data\Train\Images\1132_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1132_1.jpg,0.312,0.288,0.668,0.76,1
Data\Train\Images\11332_1.jpg,0.328,0.3,0.72,0.756,1
Data\Train\Images\11333_1.jpg,0.36,0.256,0.724,0.732,1
Data\Train\Images\11334_1.jpg,0.324,0.304,0.68,0.76,1
Data\Train\Images\11336_1.jpg,0.296,0.272,0.692,0.772,1
Data\Train\Images\11337_1.jpg,0.34,0.292,0.704,0.764,1
Data\Train\Images\11338_1.jpg,0.268,0.244,0.624,0.732,1
Data\Train\Images\1133_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1133_1.jpg,0.396,0.212,0.868,0.864,1
Data\Train\Images\11340_1.jpg,0.308,0.268,0.684,0.736,1
Data\Train\Images\11341_1.jpg,0.26,0.268,0.62,0.736,1
Data\Train\Images\11344_1.jpg,0.232,0.252,0.676,0.824,1
Data\Train\Images\11347_1.jpg,0.276,0.272,0.672,0.776,1
Data\Train\Images\1134_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1134_1.jpg,0.328,0.288,0.692,0.748,1
Data\Train\Images\11350_1.jpg,0.304,0.268,0.668,0.752,1
Data\Train\Images\11354_1.jpg,0.284,0.296,0.636,0.724,1
Data\Train\Images\1135_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1135_1.jpg,0.372,0.28,0.696,0.74,1
Data\Train\Images\11360_1.jpg,0.28,0.284,0.664,0.78,1
Data\Train\Images\11363_1.jpg,0.292,0.272,0.672,0.752,1
Data\Train\Images\11367_1.jpg,0.348,0.252,0.756,0.748,1
Data\Train\Images\11372_1.jpg,0.296,0.296,0.624,0.716,1
Data\Train\Images\11373_1.jpg,0.324,0.3,0.668,0.728,1
Data\Train\Images\11374_1.jpg,0.312,0.288,0.68,0.732,1
Data\Train\Images\11375_1.jpg,0.308,0.256,0.704,0.756,1
Data\Train\Images\11376_1.jpg,0.308,0.288,0.656,0.72,1
Data\Train\Images\11379_1.jpg,0.32,0.296,0.656,0.716,1
Data\Train\Images\1137_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11383_1.jpg,0.352,0.284,0.692,0.728,1
Data\Train\Images\11385_1.jpg,0.32,0.28,0.68,0.756,1
Data\Train\Images\1138_1.jpg,0.292,0.308,0.668,0.756,1
Data\Train\Images\11392_1.jpg,0.336,0.3,0.68,0.704,1
Data\Train\Images\11393_1.jpg,0.296,0.284,0.648,0.724,1
Data\Train\Images\11395_1.jpg,0.296,0.276,0.652,0.716,1
Data\Train\Images\11399_1.jpg,0.288,0.256,0.652,0.732,1
Data\Train\Images\1139_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1139_1.jpg,0.368,0.288,0.736,0.74,1
Data\Train\Images\113_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\11401_1.jpg,0.312,0.26,0.696,0.752,1
Data\Train\Images\11402_1.jpg,0.304,0.244,0.692,0.748,1
Data\Train\Images\11407_1.jpg,0.304,0.252,0.704,0.748,1
Data\Train\Images\11408_1.jpg,0.3,0.28,0.672,0.732,1
Data\Train\Images\1140_1.jpg,0.304,0.308,0.648,0.74,1
Data\Train\Images\11411_1.jpg,0.284,0.284,0.688,0.76,1
Data\Train\Images\11414_1.jpg,0.332,0.292,0.688,0.744,1
Data\Train\Images\11420_1.jpg,0.296,0.248,0.664,0.752,1
Data\Train\Images\11423_1.jpg,0.304,0.288,0.66,0.756,1
Data\Train\Images\11425_1.jpg,0.344,0.292,0.696,0.74,1
Data\Train\Images\11427_1.jpg,0.34,0.268,0.728,0.796,1
Data\Train\Images\11429_1.jpg,0.308,0.268,0.692,0.772,1
Data\Train\Images\1142_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\1142_1.jpg,0.328,0.292,0.7,0.74,1
Data\Train\Images\11431_1.jpg,0.3,0.268,0.688,0.764,1
